question-disease_code,question-disease_name,question-sampled_features-disease_code,question-sampled_features-disease_name,question-sampled_features-sampled_symptom_groups,option-options,option-index_types
D008,Bipolar I Disorder,D008,Bipolar I Disorder,"{'manic_episode': {'functional_impairment_required': True, 'symptoms': ['Elevated_Irritable_Mood', 'Increased_Activity', 'Inflated_Self_Esteem', 'Racing_Thoughts'], 'duration': '1 year'}}","['Bipolar I Disorder with Psychotic Features', 'Bipolar I Disorder', 'Bipolar II Disorder', 'Schizoaffective Disorder (Bipolar Type)']","['Highly likely option', 'answer', 'Moderately likely option', 'Highly likely option']"
D008,Bipolar I Disorder,D008,Bipolar I Disorder,"{'manic_episode': {'functional_impairment_required': True, 'symptoms': ['Elevated_Irritable_Mood', 'Increased_Activity'], 'duration': '2 years and 4 months'}}","['Bipolar I Disorder', 'Schizoaffective Disorder (Bipolar Type)', 'Bipolar II Disorder', 'Bipolar I Disorder with Psychotic Features']","['answer', 'Highly likely option', 'Moderately likely option', 'Highly likely option']"
D008,Bipolar I Disorder,D008,Bipolar I Disorder,"{'manic_episode': {'functional_impairment_required': True, 'symptoms': ['Elevated_Irritable_Mood', 'Increased_Activity', 'Decreased_Sleep', 'Pressured_Speech', 'Racing_Thoughts'], 'duration': '7 months'}, 'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Depressed_Mood', 'Loss_of_Interest', 'Weight_Appetite_Change', 'Diminished_Thinking'], 'duration': '8 months'}}","['Bipolar I Disorder', 'Schizoaffective Disorder (Bipolar Type)', 'Schizoaffective Disorder (Depressive Type)', 'Bipolar I Disorder with Psychotic Features']","['answer', 'Highly likely option', 'Highly likely option', 'Highly likely option']"
D008,Bipolar I Disorder,D008,Bipolar I Disorder,"{'manic_episode': {'functional_impairment_required': True, 'symptoms': ['Elevated_Irritable_Mood', 'Increased_Activity'], 'duration': '11 months'}}","['Bipolar I Disorder with Psychotic Features', 'Bipolar I Disorder', 'Schizoaffective Disorder (Bipolar Type)', 'Bipolar II Disorder']","['Highly likely option', 'answer', 'Highly likely option', 'Moderately likely option']"
D008,Bipolar I Disorder,D008,Bipolar I Disorder,"{'manic_episode': {'functional_impairment_required': True, 'symptoms': ['Elevated_Irritable_Mood', 'Increased_Activity', 'Inflated_Self_Esteem', 'Pressured_Speech'], 'duration': '8 months'}, 'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Depressed_Mood', 'Loss_of_Interest', 'Weight_Appetite_Change', 'Sleep_Disturbance'], 'duration': '12 months'}}","['Bipolar I Disorder with Psychotic Features', 'Bipolar I Disorder', 'Schizoaffective Disorder (Bipolar Type)', 'Schizoaffective Disorder (Depressive Type)']","['Highly likely option', 'answer', 'Highly likely option', 'Highly likely option']"
D008,Bipolar I Disorder,D008,Bipolar I Disorder,"{'manic_episode': {'functional_impairment_required': True, 'symptoms': ['Elevated_Irritable_Mood', 'Increased_Activity', 'Inflated_Self_Esteem', 'Racing_Thoughts'], 'duration': '7 months'}}","['Bipolar I Disorder', 'Schizoaffective Disorder (Bipolar Type)', 'Bipolar I Disorder with Psychotic Features', 'Bipolar II Disorder']","['answer', 'Highly likely option', 'Highly likely option', 'Moderately likely option']"
D008,Bipolar I Disorder,D008,Bipolar I Disorder,"{'manic_episode': {'functional_impairment_required': True, 'symptoms': ['Elevated_Irritable_Mood', 'Increased_Activity', 'Decreased_Sleep', 'Increased_Goal_Activity'], 'duration': '4 months'}, 'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Depressed_Mood', 'Loss_of_Interest', 'Weight_Appetite_Change', 'Sleep_Disturbance'], 'duration': '3 weeks'}}","['Schizoaffective Disorder (Bipolar Type)', 'Bipolar I Disorder', 'Schizoaffective Disorder (Depressive Type)', 'Bipolar I Disorder with Psychotic Features']","['Highly likely option', 'answer', 'Highly likely option', 'Highly likely option']"
D008,Bipolar I Disorder,D008,Bipolar I Disorder,"{'manic_episode': {'functional_impairment_required': True, 'symptoms': ['Elevated_Irritable_Mood', 'Increased_Activity', 'Racing_Thoughts', 'Manic_Distractibility'], 'duration': '1 month'}, 'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Depressed_Mood', 'Loss_of_Interest', 'Weight_Appetite_Change', 'Psychomotor_Changes', 'Fatigue'], 'duration': '1 year and 1 months'}}","['Schizoaffective Disorder (Bipolar Type)', 'Bipolar I Disorder with Psychotic Features', 'Bipolar I Disorder', 'Schizoaffective Disorder (Depressive Type)']","['Highly likely option', 'Highly likely option', 'answer', 'Highly likely option']"
D008,Bipolar I Disorder,D008,Bipolar I Disorder,"{'manic_episode': {'functional_impairment_required': True, 'symptoms': ['Elevated_Irritable_Mood', 'Increased_Activity', 'Increased_Goal_Activity'], 'duration': '1 month'}, 'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Depressed_Mood', 'Loss_of_Interest'], 'duration': '8 months'}}","['Schizoaffective Disorder (Bipolar Type)', 'Bipolar I Disorder with Psychotic Features', 'Schizoaffective Disorder (Depressive Type)', 'Bipolar I Disorder']","['Highly likely option', 'Highly likely option', 'Highly likely option', 'answer']"
D008,Bipolar I Disorder,D008,Bipolar I Disorder,"{'manic_episode': {'functional_impairment_required': True, 'symptoms': ['Elevated_Irritable_Mood', 'Increased_Activity', 'Inflated_Self_Esteem', 'Manic_Distractibility', 'Increased_Goal_Activity'], 'duration': '1 year'}, 'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Depressed_Mood', 'Weight_Appetite_Change', 'Fatigue', 'Diminished_Thinking'], 'duration': '1 year'}}","['Bipolar I Disorder', 'Bipolar I Disorder with Psychotic Features', 'Schizoaffective Disorder (Bipolar Type)', 'Schizoaffective Disorder (Depressive Type)']","['answer', 'Highly likely option', 'Highly likely option', 'Highly likely option']"
