question-disease_code,question-disease_name,question-sampled_features-disease_code,question-sampled_features-disease_name,question-sampled_features-sampled_symptom_groups,option-options,option-index_types
D013,Major Depressive Disorder,D013,Major Depressive Disorder,"{'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Depressed_Mood', 'Loss_of_Interest', 'Sleep_Disturbance', 'Death_Suicide'], 'duration': '8 months'}}","['Bipolar I Disorder', 'Major Depressive Disorder', 'Schizoaffective Disorder (Depressive Type)', 'Schizoaffective Disorder (Bipolar Type)']","['Highly likely option', 'answer', 'Highly likely option', 'Highly likely option']"
D013,Major Depressive Disorder,D013,Major Depressive Disorder,"{'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Loss_of_Interest', 'Sleep_Disturbance', 'Psychomotor_Changes', 'Worthlessness_Guilt'], 'duration': '1 year and 6 months'}}","['Schizoaffective Disorder (Bipolar Type)', 'Schizoaffective Disorder (Depressive Type)', 'Major Depressive Disorder', 'Bipolar I Disorder']","['Highly likely option', 'Highly likely option', 'answer', 'Highly likely option']"
D013,Major Depressive Disorder,D013,Major Depressive Disorder,"{'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Depressed_Mood', 'Loss_of_Interest', 'Sleep_Disturbance', 'Fatigue', 'Death_Suicide'], 'duration': '1 year and 7 months'}}","['Schizoaffective Disorder (Depressive Type)', 'Bipolar I Disorder', 'Schizoaffective Disorder (Bipolar Type)', 'Major Depressive Disorder']","['Highly likely option', 'Highly likely option', 'Highly likely option', 'answer']"
D013,Major Depressive Disorder,D013,Major Depressive Disorder,"{'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Loss_of_Interest', 'Weight_Appetite_Change', 'Psychomotor_Changes'], 'duration': '9 months'}}","['Schizoaffective Disorder (Depressive Type)', 'Major Depressive Disorder', 'Schizoaffective Disorder (Bipolar Type)', 'Bipolar I Disorder']","['Highly likely option', 'answer', 'Highly likely option', 'Highly likely option']"
D013,Major Depressive Disorder,D013,Major Depressive Disorder,"{'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Depressed_Mood', 'Loss_of_Interest', 'Diminished_Thinking', 'Death_Suicide'], 'duration': '1 year'}}","['Bipolar I Disorder', 'Schizoaffective Disorder (Depressive Type)', 'Schizoaffective Disorder (Bipolar Type)', 'Major Depressive Disorder']","['Highly likely option', 'Highly likely option', 'Highly likely option', 'answer']"
D013,Major Depressive Disorder,D013,Major Depressive Disorder,"{'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Depressed_Mood', 'Weight_Appetite_Change'], 'duration': '10 months'}}","['Bipolar I Disorder', 'Schizoaffective Disorder (Depressive Type)', 'Schizoaffective Disorder (Bipolar Type)', 'Major Depressive Disorder']","['Highly likely option', 'Highly likely option', 'Highly likely option', 'answer']"
D013,Major Depressive Disorder,D013,Major Depressive Disorder,"{'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Depressed_Mood', 'Loss_of_Interest', 'Weight_Appetite_Change', 'Worthlessness_Guilt', 'Diminished_Thinking'], 'duration': '2 years and 0 months'}}","['Major Depressive Disorder', 'Schizoaffective Disorder (Bipolar Type)', 'Bipolar I Disorder', 'Schizoaffective Disorder (Depressive Type)']","['answer', 'Highly likely option', 'Highly likely option', 'Highly likely option']"
D013,Major Depressive Disorder,D013,Major Depressive Disorder,"{'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Depressed_Mood', 'Sleep_Disturbance'], 'duration': '1 year and 3 months'}}","['Bipolar I Disorder', 'Schizoaffective Disorder (Bipolar Type)', 'Schizoaffective Disorder (Depressive Type)', 'Major Depressive Disorder']","['Highly likely option', 'Highly likely option', 'Highly likely option', 'answer']"
D013,Major Depressive Disorder,D013,Major Depressive Disorder,"{'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Depressed_Mood', 'Loss_of_Interest'], 'duration': '2 years and 3 months'}}","['Schizoaffective Disorder (Bipolar Type)', 'Schizoaffective Disorder (Depressive Type)', 'Bipolar I Disorder', 'Major Depressive Disorder']","['Highly likely option', 'Highly likely option', 'Highly likely option', 'answer']"
D013,Major Depressive Disorder,D013,Major Depressive Disorder,"{'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Depressed_Mood', 'Loss_of_Interest'], 'duration': '11 months'}}","['Bipolar I Disorder', 'Schizoaffective Disorder (Bipolar Type)', 'Major Depressive Disorder', 'Schizoaffective Disorder (Depressive Type)']","['Highly likely option', 'Highly likely option', 'answer', 'Highly likely option']"
